,AAPL,ACN,ADBE,ADI,ADP,ADSK,AMAT,AMD,AMZN,APH,APP,ARM,AVGO,AXP,AZO,BA,BABA,BAC,BLK,BN,BX,C,CB,CDNS,CME,COF,COST,CPNG,CPRT,CRM,CRWD,CSCO,CVNA,CVS,DELL,DG,EBAY,FTNT,GD,GE,GOOG,GS,HD,HON,HOOD,HWM,IBKR,IBM,ICE,INTC,INTU,JD,JPM,KKR,KLAC,KR,LMT,LOW,LRCX,MA,MELI,META,MMC,MRVL,MS,MSFT,MU,NET,NFLX,NOC,NOW,NTES,NU,NVDA,ORCL,ORLY,PANW,PDD,PGR,PLD,PLTR,QCOM,RBLX,ROST,RTX,SCHW,SE,SNOW,SNPS,TGT,TJX,TPR,TSCO,TXN,ULTA,V,WDAY,WELL,WFC,WMT
APP,0.010136509,0.010060656,0.009836025,0.009695398,0.010286249,0.010331856,0.009835461,0.010097387,0.010053882,0.010114154,0.0,0.010062567,0.010185413,0.010569704,0.009971599,0.009940044,0.010096745,0.010391117,0.009789249,0.010222368,0.010053256,0.01028521,0.009793492,0.010154343,0.00932359,0.010368614,0.010025099,0.010675945,0.010401265,0.010050408,0.009864986,0.009626137,0.0101832785,0.010597043,0.00980136,0.009558674,0.009645279,0.010324608,0.010462837,0.010471135,0.009675067,0.01012027,0.01030177,0.010573655,0.010469663,0.010195241,0.0098836105,0.0100564435,0.010268121,0.00974745,0.010464026,0.010107534,0.010055081,0.010105424,0.010119118,0.010099705,0.010055634,0.0096881995,0.010688675,0.010246303,0.010047946,0.010100762,0.010256536,0.009984913,0.01004114,0.010497267,0.0100970715,0.010092158,0.009994295,0.009823104,0.009826867,0.010306134,0.01025607,0.009702086,0.009727868,0.010083591,0.0100936135,0.009925987,0.010175047,0.010471175,0.010041521,0.009902755,0.010722215,0.0102923,0.0102316635,0.009785636,0.009927805,0.010939126,0.009942172,0.010466248,0.010140628,0.010120824,0.0095905615,0.010021326,0.009827809,0.009933859,0.009938982,0.009932712,0.010212328,0.010262029
ARM,0.010096454,0.010046083,0.009986168,0.009736108,0.010336552,0.0102748005,0.00983269,0.010141317,0.010091402,0.0101574445,0.009655701,0.0,0.010199546,0.010525895,0.009986147,0.009954348,0.010048882,0.01049581,0.009789584,0.010221725,0.010089263,0.010183891,0.009885814,0.010254015,0.009341928,0.010388007,0.010058024,0.010587463,0.010248848,0.010074378,0.009919813,0.009634869,0.01016679,0.010519467,0.009845942,0.00956966,0.009664772,0.010259995,0.010478904,0.010484929,0.009728105,0.010042151,0.0103417775,0.010539138,0.010476097,0.01022755,0.009864819,0.0100465035,0.010212971,0.009822264,0.01045564,0.010114134,0.010089571,0.010081657,0.010102299,0.010153219,0.010029775,0.009731253,0.0107199075,0.010225388,0.010085844,0.01006895,0.010252123,0.009988328,0.01008349,0.010423204,0.01010854,0.0100630345,0.009981891,0.009814726,0.009796002,0.010405952,0.010255254,0.009787463,0.009852665,0.01006764,0.0102745155,0.010015716,0.010130629,0.010313339,0.010026394,0.009930597,0.010747335,0.0102799665,0.010218271,0.00976575,0.0099914055,0.010822725,0.010028618,0.010367502,0.010097876,0.01004734,0.0096283,0.0100003015,0.009844984,0.010014092,0.0098778885,0.009872598,0.010192141,0.010238968
AVGO,0.010218972,0.010073164,0.0099542,0.0097064115,0.010319437,0.010313418,0.009866196,0.01014023,0.010104604,0.009980468,0.009656858,0.010141925,0.0,0.010557278,0.009908143,0.010058551,0.010144219,0.010402775,0.009837263,0.010280578,0.010059838,0.010131066,0.009894584,0.010105449,0.009386045,0.010377825,0.010109663,0.010600193,0.010320404,0.010162746,0.009840116,0.009730685,0.010213454,0.010590819,0.009825253,0.009579573,0.009631416,0.010236548,0.010553391,0.010389383,0.009725865,0.010116828,0.010291268,0.010535886,0.010523043,0.010166303,0.009870136,0.010110067,0.01024595,0.00986699,0.010462284,0.010137641,0.010054231,0.010128368,0.01009704,0.010125849,0.010097028,0.009635731,0.01058813,0.010195011,0.009978712,0.010084666,0.010261269,0.010014838,0.010077655,0.010423193,0.010121791,0.010131516,0.010013591,0.009798523,0.00974717,0.010306408,0.010262812,0.009817603,0.009864025,0.010031087,0.010125167,0.009939007,0.010105465,0.010302341,0.0100589935,0.009909578,0.010715923,0.010314419,0.010250128,0.009793569,0.01009896,0.010854965,0.00986801,0.010330573,0.010099755,0.010115723,0.009693033,0.009939422,0.009921386,0.009935589,0.0099008875,0.009983215,0.010201803,0.010230395
AXP,0.010127255,0.010054376,0.009895613,0.009752916,0.010393407,0.010321216,0.009863919,0.010097404,0.010159952,0.010070311,0.009707505,0.010051632,0.010214745,0.0,0.0099171605,0.009986461,0.010142368,0.0104775885,0.009881491,0.010287335,0.01006587,0.010188007,0.009805308,0.0101176975,0.009343404,0.010392422,0.010065142,0.010715142,0.010269194,0.010047531,0.0098675275,0.009630597,0.010193868,0.010583601,0.0098110195,0.009571989,0.009644109,0.010311224,0.010465884,0.010473088,0.009703139,0.010162735,0.010290933,0.010583205,0.010506992,0.010249322,0.009812932,0.010086263,0.010265169,0.009840052,0.010380821,0.010138389,0.010088905,0.010106028,0.010040556,0.010122068,0.010110536,0.009654207,0.010620265,0.010212626,0.009950804,0.010087999,0.010249435,0.009989632,0.009988441,0.01045081,0.010060982,0.01006647,0.010059068,0.009815521,0.009789196,0.010287473,0.010239354,0.009819142,0.009832895,0.010000013,0.01010229,0.009952834,0.010176745,0.010364274,0.010095201,0.009953118,0.0107559785,0.010331928,0.01030742,0.0097425915,0.010062868,0.010916213,0.009900778,0.010434104,0.010090945,0.010158928,0.009660498,0.010036384,0.009895037,0.009998816,0.009925139,0.010041338,0.010199755,0.010269121
AZO,0.01011374,0.010097564,0.009953421,0.009667253,0.010301611,0.010349276,0.009861253,0.010032785,0.010059343,0.009984048,0.009742645,0.0101184435,0.010238134,0.010567802,0.0,0.0099190725,0.010135843,0.010317259,0.009832386,0.010268928,0.010054121,0.010188767,0.009809997,0.010081975,0.009362817,0.010333198,0.010013125,0.010676495,0.010309497,0.010098285,0.009912456,0.009672807,0.010217466,0.010623386,0.009823238,0.009556594,0.009670729,0.010262351,0.010481766,0.010474054,0.009656451,0.010148293,0.010207881,0.010559138,0.0106067695,0.01029428,0.009916563,0.010080516,0.010277326,0.009835109,0.0103577785,0.010159358,0.010036095,0.010108305,0.010017871,0.010084207,0.010108486,0.00974367,0.010642866,0.010241128,0.009946711,0.010149466,0.01022743,0.009940067,0.010070611,0.010463409,0.010100205,0.010098779,0.009978253,0.009891459,0.009786819,0.010160253,0.0103417495,0.009830435,0.00979322,0.009915471,0.010047148,0.009838901,0.010151961,0.010258041,0.0100799035,0.009920503,0.010695887,0.01034208,0.01024172,0.009861481,0.009994497,0.010958963,0.009921032,0.010370439,0.010161876,0.010144841,0.009630352,0.010081362,0.009893165,0.010012562,0.009914863,0.010003701,0.010182965,0.01033143
BA,0.010104064,0.010066255,0.009863459,0.0097349845,0.010322336,0.01035819,0.009890721,0.010179082,0.010133578,0.0100628445,0.009587562,0.010011228,0.010169609,0.010590374,0.009974323,0.0,0.01010608,0.0105067305,0.00976263,0.010290097,0.010050912,0.010196664,0.0098176,0.010109795,0.00927979,0.010403361,0.010085477,0.010565266,0.010367126,0.010114863,0.009824121,0.009636141,0.0101972185,0.010617238,0.009869983,0.009547477,0.00963571,0.010344511,0.010510471,0.010431749,0.009704322,0.010200051,0.010304876,0.01053627,0.010526579,0.010225434,0.009860098,0.010113613,0.010274657,0.009885801,0.010465008,0.010009895,0.010061078,0.010115818,0.010129951,0.010137538,0.010006279,0.009722511,0.010632585,0.010156092,0.010012125,0.010109497,0.010254722,0.009949315,0.0100175915,0.010474889,0.010072145,0.010066299,0.01008345,0.009760376,0.009843503,0.010261672,0.010277093,0.009757069,0.009758502,0.010049212,0.0100788735,0.009940324,0.010150674,0.0104609495,0.010108613,0.00985583,0.0106517235,0.010281272,0.010355386,0.0096995765,0.010016191,0.010854259,0.009907511,0.010416307,0.010165452,0.010098837,0.009683252,0.009984889,0.009887136,0.009951856,0.009835305,0.010058914,0.010158557,0.010262776
BABA,0.010139909,0.010019576,0.009958236,0.009749425,0.010253473,0.010309614,0.009822371,0.010168821,0.0100584775,0.0100561585,0.00966079,0.010121112,0.010196767,0.010596192,0.009891274,0.010003845,0.0,0.010395703,0.009755462,0.010245015,0.010024384,0.010215974,0.009912264,0.010151562,0.009384465,0.010302527,0.010064793,0.010619337,0.010310487,0.010073896,0.009874745,0.009674108,0.010158492,0.010621317,0.0099076405,0.009618811,0.009639882,0.010257236,0.0105323875,0.010401055,0.009690361,0.01021107,0.01030464,0.010559837,0.010571588,0.010229467,0.009909665,0.010093196,0.010273295,0.009822711,0.010424685,0.010100954,0.010004243,0.01014604,0.010169251,0.010125748,0.009974158,0.009677205,0.010705949,0.010215976,0.01005569,0.010090096,0.010305356,0.010018729,0.010087091,0.01042023,0.010067753,0.010069368,0.010008658,0.009778077,0.009811341,0.010346259,0.010304537,0.009755165,0.009818145,0.010024838,0.010122672,0.00992805,0.010165118,0.010367686,0.010091847,0.009866627,0.0106624095,0.010281294,0.010278759,0.009743226,0.010005545,0.010875887,0.009899648,0.0104405675,0.010128667,0.010093953,0.009656667,0.009993864,0.0099034645,0.009943546,0.009880617,0.009963148,0.010153974,0.010233886
BAC,0.010123249,0.010058276,0.009882512,0.009744264,0.010354791,0.010315783,0.009886109,0.010069372,0.010060053,0.010027647,0.009718411,0.010120337,0.010181221,0.010628832,0.009925977,0.009964255,0.010068807,0.0,0.009852143,0.010278151,0.009983515,0.010245238,0.009826637,0.010092075,0.009339654,0.010414215,0.010057934,0.01066045,0.010313071,0.010120898,0.009967745,0.009668368,0.010241363,0.010607915,0.009889036,0.0095971655,0.00959879,0.010251619,0.010517613,0.01043368,0.009701471,0.0102587985,0.010293645,0.010563193,0.01056541,0.010259961,0.009835379,0.010093096,0.010314986,0.009835265,0.010346768,0.01006702,0.010016567,0.010192672,0.010083411,0.010136149,0.010032764,0.009631907,0.01064999,0.010222883,0.010001598,0.010118199,0.010269378,0.009948795,0.00997283,0.010408165,0.010127335,0.0100632915,0.010054165,0.009908141,0.009778808,0.010272224,0.010338864,0.009818246,0.009845328,0.010014314,0.010095408,0.009869543,0.010136916,0.01037457,0.010115563,0.009904288,0.010651184,0.010312477,0.010271279,0.009772239,0.010043124,0.010928439,0.009897583,0.010338985,0.010212726,0.010161501,0.009631494,0.010029408,0.009807473,0.009925592,0.009923265,0.010014074,0.010092003,0.010362686
BLK,0.01009811,0.010110426,0.009978231,0.009638519,0.010346409,0.010307793,0.00985057,0.010148694,0.010112092,0.010028147,0.009601157,0.009990318,0.010182493,0.010527691,0.00998245,0.009968244,0.010141749,0.010387519,0.0,0.010251465,0.010055936,0.010181882,0.009763189,0.010120231,0.009358682,0.0104346,0.01008477,0.010640485,0.010421869,0.010176494,0.009878342,0.009712379,0.010236857,0.010584731,0.009708212,0.009662386,0.009596432,0.010338267,0.01040108,0.010457143,0.009746914,0.010126028,0.010236004,0.010513671,0.010530086,0.010141793,0.009800246,0.010030333,0.010286071,0.009860568,0.0103578735,0.010103961,0.0100301895,0.010086735,0.010066013,0.010124101,0.010095095,0.009734373,0.010647206,0.010171716,0.009965224,0.0101613775,0.0102603445,0.010062724,0.010068058,0.010458504,0.010087972,0.010091735,0.010032521,0.0098675685,0.009794315,0.0102926595,0.010267871,0.009772155,0.009782511,0.009961942,0.010158389,0.009954123,0.010138571,0.010350956,0.010063885,0.00997776,0.010757843,0.010329213,0.010216272,0.009800099,0.0099704405,0.010857556,0.009910758,0.010417811,0.010178886,0.010087907,0.009680605,0.010033667,0.0098968875,0.009929768,0.009860297,0.009998099,0.0101713,0.010176383
BN,0.010178309,0.010046315,0.009897193,0.009689021,0.010325308,0.010388359,0.009926118,0.010151078,0.010065837,0.010068659,0.0096695665,0.010023717,0.010196099,0.010618483,0.009953379,0.010045142,0.010110122,0.010394409,0.009793843,0.0,0.010074217,0.010230833,0.009846304,0.010129872,0.009322016,0.010367358,0.010097225,0.010580592,0.0103244055,0.010147453,0.009896216,0.009653887,0.01019104,0.010609151,0.009829463,0.00956953,0.009647458,0.010298461,0.0105022155,0.010435806,0.009721853,0.010170916,0.010240918,0.010557508,0.010516163,0.010218526,0.009897085,0.010087647,0.010258852,0.00985228,0.010435862,0.010036896,0.010044524,0.010162146,0.01019455,0.010120411,0.0100235855,0.0097057745,0.010679936,0.010195612,0.010024907,0.010128678,0.010264683,0.009968324,0.010037685,0.010433863,0.0101109175,0.010079418,0.0100138495,0.009870556,0.009851565,0.010304844,0.010254909,0.009751487,0.009757321,0.010041025,0.01010703,0.009932681,0.010162967,0.010369283,0.010082801,0.009863077,0.01060152,0.010287693,0.010257828,0.009747731,0.010002265,0.010894475,0.009946666,0.010341325,0.010223167,0.010107018,0.009612792,0.009950909,0.009904074,0.009969709,0.009938055,0.009972137,0.01011897,0.010296307
BX,0.01019691,0.010052168,0.009974606,0.009766542,0.010399685,0.010334009,0.009837323,0.010086164,0.010089092,0.010086182,0.009636796,0.010026158,0.010172716,0.010570121,0.009924696,0.00995522,0.010122576,0.010433279,0.009773781,0.010308066,0.0,0.010182234,0.009832559,0.010139705,0.009417037,0.010392916,0.010092453,0.010678574,0.010400458,0.010076044,0.00986874,0.009700928,0.010146735,0.010611575,0.009791926,0.00956984,0.009615168,0.010250399,0.010511102,0.010419787,0.009699634,0.010084278,0.010337812,0.010562451,0.010474337,0.010185044,0.009849871,0.010044985,0.010257584,0.009831844,0.010488833,0.010068984,0.010105387,0.010130793,0.010113565,0.010139985,0.010101944,0.009615433,0.010672345,0.01018736,0.009950229,0.010001879,0.01032771,0.00994027,0.010079084,0.010444426,0.010097822,0.0101412665,0.010057407,0.00978663,0.009771244,0.010299909,0.0102685485,0.00980151,0.009819464,0.009943807,0.0101104155,0.009915272,0.01017018,0.010402997,0.010025751,0.009867963,0.010659232,0.010341555,0.010321398,0.009834178,0.010069406,0.010845561,0.009873801,0.01043242,0.01010952,0.010075936,0.009600913,0.009988649,0.0099189505,0.00993375,0.009938862,0.010024033,0.010191337,0.010219876
