,AAPL,ABBV,ADBE,AMZN,AVGO,COST,DIA,GOOGL,HD,IWM,JNJ,JPM,LLY,MA,META,MRK,MSFT,NVDA,PEP,PG,QQQ,SPY,TSLA,V,XLE,XLK,XLY
JNJ,0.036910348,0.039225787,0.03839657,0.035365604,0.036704753,0.03751338,0.037254088,0.036855064,0.038577065,0.035739984,0.038819935,0.038703535,0.037545808,0.034935795,0.03843174,0.03417677,0.037697535,0.03594437,0.0362518,0.037114438,0.036442544,0.037352324,0.03688722,0.035681345,0.037243556,0.03644683,0.03778182
JPM,0.037333652,0.0393932,0.038503382,0.0353806,0.036441166,0.037674535,0.037535287,0.0364501,0.0384571,0.0358163,0.039141312,0.038865745,0.03672976,0.035044815,0.038081065,0.034835476,0.037272062,0.036200117,0.03564232,0.036591202,0.036984682,0.03740998,0.03688722,0.036224175,0.037131,0.036170736,0.037802994
LLY,0.037838295,0.03893229,0.038874,0.03579881,0.036709156,0.03776204,0.037096947,0.03671725,0.038303994,0.035697505,0.039148618,0.038359664,0.03736318,0.03496986,0.03811632,0.034499943,0.037417687,0.036435146,0.0357581,0.036587067,0.036670316,0.037564218,0.03639137,0.035909586,0.036813475,0.036007993,0.03825718
MA,0.036878444,0.03867592,0.0385904,0.035988353,0.036633864,0.03781529,0.03703,0.03714061,0.03870045,0.035570405,0.0387978,0.038659606,0.037328985,0.03511774,0.03840741,0.034874246,0.03770367,0.03610434,0.0357967,0.03674957,0.036683045,0.03712733,0.036503054,0.035569765,0.03724297,0.0365047,0.037805326
META,0.037428625,0.03853026,0.038955502,0.03572642,0.03633368,0.037633624,0.03655032,0.036783822,0.038528252,0.035956103,0.03857892,0.03863153,0.03804368,0.034789942,0.038122002,0.034258988,0.037707288,0.036563583,0.036291074,0.036569186,0.036699474,0.03711997,0.036843646,0.03556305,0.03719474,0.036131784,0.03846453
MRK,0.037635826,0.038683448,0.03892896,0.03647665,0.0363809,0.03791965,0.03722896,0.03613126,0.03873441,0.03575157,0.03886771,0.038440887,0.03623765,0.03477366,0.037861932,0.03477295,0.03800628,0.036320705,0.036215242,0.036573254,0.036511634,0.0368862,0.036412425,0.036373846,0.03738329,0.03602187,0.03846886
MSFT,0.037114024,0.038410217,0.038471397,0.035789672,0.036991358,0.037986968,0.03700547,0.03614409,0.03869773,0.0360158,0.03859201,0.03783784,0.037829816,0.0357657,0.037989695,0.03428146,0.038362406,0.036502525,0.0365247,0.0365641,0.036695715,0.037138432,0.036602397,0.03554348,0.036889978,0.03594439,0.038308617
NVDA,0.03790617,0.03871139,0.038466036,0.035983425,0.03663265,0.038181424,0.03715055,0.036131192,0.038618237,0.035335712,0.039214678,0.038620688,0.036314733,0.03471884,0.037932377,0.035038546,0.037653193,0.036506478,0.035375338,0.036559023,0.036853004,0.03701721,0.036324408,0.036469914,0.03764033,0.036677297,0.03796714
PEP,0.037189227,0.038292423,0.03870005,0.03593319,0.036646843,0.03769099,0.037303142,0.036692314,0.03836685,0.035423193,0.038863733,0.037775133,0.037218098,0.035238016,0.0380673,0.0348668,0.03895418,0.036365606,0.036378805,0.03674934,0.0368191,0.037061308,0.03630554,0.035631064,0.03733235,0.035667803,0.03846761
PG,0.03732133,0.03920504,0.038055077,0.03571149,0.03666821,0.037812583,0.03708014,0.036202013,0.038204234,0.03584104,0.0389888,0.038739774,0.037374195,0.035184022,0.038327172,0.034364052,0.037745614,0.036185503,0.036021896,0.036734946,0.03670991,0.037212882,0.036401782,0.035857394,0.037656795,0.036496993,0.03789714
QQQ,0.037662204,0.038726058,0.039032564,0.036011644,0.036360193,0.037942287,0.036911454,0.03658936,0.03821944,0.035962787,0.038553987,0.038195807,0.037241943,0.035236098,0.037776202,0.034617513,0.037895642,0.036482938,0.035954937,0.03647816,0.036668964,0.03764674,0.036539692,0.035809442,0.037411895,0.036082506,0.037989516
SPY,0.037914116,0.038745683,0.038407534,0.03642637,0.036602315,0.0378167,0.03727304,0.036930524,0.038020022,0.035496224,0.03909389,0.038318254,0.037229568,0.03498282,0.03843605,0.035061672,0.037838258,0.036147945,0.035673723,0.036488008,0.036690343,0.036861144,0.036416013,0.035799038,0.03720753,0.036091566,0.03803167
TSLA,0.03683185,0.038585283,0.038670626,0.035927445,0.036716588,0.038189903,0.036961667,0.0365173,0.0384518,0.03579196,0.038753554,0.038332853,0.037550505,0.034760825,0.038444154,0.034520246,0.03740208,0.036483392,0.036148857,0.036606904,0.03633525,0.037223823,0.03620642,0.036275323,0.037715208,0.035959285,0.0386369
V,0.037392814,0.038823895,0.038208313,0.036011774,0.036346592,0.037409034,0.036826055,0.037128363,0.03778608,0.03581892,0.03908669,0.038547646,0.037495382,0.034648888,0.038041536,0.03484615,0.037817076,0.036199804,0.035832696,0.036506586,0.036650263,0.03740552,0.037125938,0.036490932,0.037712447,0.035942063,0.03789853
XLE,0.037262592,0.038687665,0.038842887,0.036230095,0.03659334,0.03804545,0.03659718,0.036393534,0.03883595,0.036035746,0.038620032,0.03823595,0.037349004,0.0345751,0.039020635,0.034545954,0.037647754,0.03660322,0.03605623,0.03654949,0.036123518,0.036851153,0.036891043,0.035890132,0.0372079,0.036179885,0.038128544
XLK,0.03699136,0.038669065,0.03906246,0.035458293,0.036215946,0.03770311,0.03729414,0.036814984,0.038300008,0.03588176,0.038879927,0.038992632,0.037268583,0.03443656,0.038238004,0.034687765,0.03717564,0.0365384,0.036107,0.037076637,0.036757395,0.0368955,0.03665132,0.035729773,0.03736099,0.036552798,0.03825993
XLY,0.0373078,0.038619928,0.038202792,0.03587991,0.03623075,0.037643008,0.036976986,0.036746223,0.038602993,0.035641782,0.03912206,0.037888907,0.036821853,0.034823343,0.03833048,0.034973882,0.038022146,0.036786582,0.03595293,0.03681658,0.03690537,0.03730032,0.037019137,0.03595435,0.03699854,0.03598241,0.038448963
