,AAPL,ACN,ADBE,ADI,ADP,ADSK,AMAT,AMD,AMZN,APH,APP,ARM,AVGO,AXP,AZO,BA,BABA,BAC,BLK,BN,BX,C,CB,CDNS,CME,COF,COST,CPNG,CPRT,CRM,CRWD,CSCO,CVNA,CVS,DELL,DG,EBAY,FTNT,GD,GE,GOOG,GS,HD,HON,HOOD,HWM,IBKR,IBM,ICE,INTC,INTU,JD,JPM,KKR,KLAC,KR,LMT,LOW,LRCX,MA,MELI,META,MMC,MRVL,MS,MSFT,MU,NET,NFLX,NOC,NOW,NTES,NU,NVDA,ORCL,ORLY,PANW,PDD,PGR,PLD,PLTR,QCOM,RBLX,ROST,RTX,SCHW,SE,SNOW,SNPS,TGT,TJX,TPR,TSCO,TXN,ULTA,V,WDAY,WELL,WFC,WMT
APP,0.009989434,0.010064024,0.009837323,0.009539293,0.009513527,0.010112348,0.009637772,0.010177666,0.009917068,0.009857939,0.009760688,0.010366479,0.009822452,0.010000183,0.00978774,0.009787137,0.009924102,0.009724111,0.009698225,0.010031734,0.009800824,0.009821787,0.01011833,0.010014547,0.009810891,0.010013527,0.009923778,0.009986194,0.009831892,0.00976076,0.010580623,0.009891095,0.01021808,0.010328382,0.009894367,0.009712517,0.009743858,0.010054956,0.009801943,0.010516369,0.009778475,0.009995781,0.0101439245,0.010497569,0.009888267,0.009890237,0.010029828,0.009981183,0.009831473,0.010394927,0.01023152,0.009367761,0.009981047,0.010141711,0.010168023,0.010009694,0.010180909,0.009574022,0.009908046,0.009898968,0.010432517,0.0100934375,0.010046152,0.010280862,0.010100556,0.009863675,0.009728072,0.00980575,0.009660466,0.010194166,0.010553343,0.009847294,0.009963479,0.010786408,0.010456312,0.010016197,0.009519751,0.009655718,0.010317165,0.009932756,0.009933997,0.010055088,0.010156129,0.009884138,0.010408608,0.009997188,0.010244784,0.010221245,0.010167124,0.010311406,0.009831774,0.0099218525,0.010157259,0.0096908845,0.010401831,0.009550552,0.010300036,0.010234588,0.0101560885,0.009854024
ARM,0.009966186,0.010056377,0.009848008,0.009511588,0.009537828,0.010150462,0.009638619,0.010157248,0.009941135,0.009854851,0.009746073,0.010299885,0.009846162,0.00998984,0.009770254,0.009779217,0.009976984,0.009762457,0.009722423,0.010043324,0.009778379,0.009862908,0.010097789,0.009957781,0.0098479595,0.0099823475,0.009867624,0.009998316,0.009873009,0.009729801,0.010568931,0.009895959,0.010249816,0.0103822695,0.00984541,0.009685358,0.009736158,0.010002933,0.009826534,0.010559566,0.009775938,0.010012906,0.010156063,0.010512064,0.009898645,0.009916326,0.010043371,0.009985086,0.009845326,0.010444989,0.01020498,0.009362003,0.009969438,0.010147504,0.0101259835,0.010010408,0.010205087,0.009537097,0.00989156,0.009900063,0.0104219075,0.01004201,0.010037225,0.010296976,0.010062595,0.009817191,0.009717792,0.009838762,0.009687356,0.010193549,0.010557547,0.009855077,0.009986625,0.01073761,0.010427065,0.010062535,0.00952893,0.009670605,0.010313763,0.009922434,0.009938168,0.010046575,0.010107581,0.009889799,0.010408076,0.010028589,0.010253688,0.01020316,0.010174433,0.010350212,0.009844638,0.009958727,0.010133386,0.009713879,0.010402374,0.009623494,0.01025154,0.010240766,0.010097655,0.0098630935
AVGO,0.009988782,0.01008679,0.0098139625,0.009566741,0.009535534,0.010133628,0.009633316,0.0101915365,0.009956083,0.0098517975,0.009763811,0.010325989,0.0098526515,0.009966721,0.0098053105,0.0097638825,0.009977569,0.009740182,0.009706853,0.010022142,0.009794923,0.00984112,0.010150007,0.010006949,0.009832682,0.010017937,0.00986001,0.010016086,0.009861437,0.009738447,0.010641325,0.009896459,0.010259644,0.010391177,0.009930109,0.009698137,0.009755613,0.010015097,0.009792728,0.010535051,0.009772526,0.009993482,0.0101475185,0.010500698,0.009905394,0.009894069,0.0100349095,0.009998175,0.009809725,0.01038501,0.01020686,0.009390131,0.009970719,0.010081127,0.010146748,0.010007723,0.010212872,0.009553204,0.009856328,0.009895643,0.010418568,0.010037713,0.010018278,0.010260978,0.010080657,0.009853175,0.009722353,0.009782275,0.009685489,0.010170908,0.010537367,0.009917331,0.009987193,0.010758792,0.010460671,0.010051999,0.009515819,0.009660261,0.010293638,0.009951996,0.009933014,0.010029983,0.010177229,0.00986715,0.010427497,0.010033545,0.010257541,0.010219095,0.010125987,0.010322689,0.009802862,0.0098790005,0.010133025,0.009679578,0.01037208,0.00958517,0.010251641,0.010222141,0.010173835,0.009860395
AXP,0.009985572,0.010079192,0.009791709,0.009503519,0.009525161,0.010149749,0.009619751,0.010153559,0.009957986,0.009863125,0.009776496,0.010318327,0.009879057,0.009978127,0.009768177,0.009780356,0.00996699,0.009737277,0.00968406,0.010033947,0.009775918,0.009810185,0.010121405,0.010011989,0.009845464,0.009996052,0.009885912,0.01001299,0.009859194,0.009738415,0.010622053,0.009894105,0.010268866,0.010414503,0.009891974,0.009690535,0.009758066,0.010031277,0.009811322,0.01054254,0.009777039,0.0099767875,0.01012799,0.010534743,0.009926307,0.009902235,0.010043049,0.009975423,0.009849638,0.01042026,0.010210066,0.009375091,0.009975472,0.01012229,0.0101553295,0.009990182,0.010184277,0.009546133,0.009865565,0.00989156,0.0103972815,0.010046901,0.010016506,0.010270142,0.01010903,0.009855987,0.009707915,0.009832456,0.009670748,0.010182136,0.010555607,0.0098827705,0.009999577,0.010768348,0.010441084,0.010051657,0.009544439,0.009631785,0.010310257,0.009939701,0.0098933345,0.010030409,0.010173746,0.009861331,0.010421046,0.010029881,0.010241457,0.010238914,0.010148281,0.010342659,0.009827079,0.009926285,0.010105759,0.009667993,0.010379225,0.009604468,0.010257732,0.010252635,0.010157676,0.009841425
AZO,0.009993367,0.010099792,0.009854322,0.009557931,0.009538673,0.010124924,0.009622866,0.010147422,0.009946801,0.009834426,0.0097602755,0.010326396,0.009848561,0.009932382,0.009814441,0.009786255,0.010015737,0.00972033,0.009696558,0.010029505,0.009805869,0.009837326,0.010122469,0.009989807,0.0098406505,0.010043817,0.00989083,0.009986944,0.009834559,0.009740994,0.0106183905,0.009915641,0.010256942,0.010383168,0.009883931,0.009657494,0.009755296,0.0100399265,0.0098478105,0.010547842,0.009779229,0.0099991765,0.010118601,0.010526863,0.009899023,0.009893295,0.010065279,0.010004721,0.009805642,0.010393082,0.010207601,0.009401811,0.009974164,0.010075662,0.010130186,0.0100051705,0.010184347,0.00957554,0.009877606,0.009907816,0.010429969,0.010052221,0.010016811,0.01026727,0.010099565,0.009852891,0.009729061,0.009808503,0.009695644,0.010165364,0.010528977,0.009893998,0.009980366,0.010753973,0.010435281,0.01004459,0.009539125,0.009664418,0.010308316,0.009952346,0.009926039,0.010025266,0.010162703,0.0098995045,0.010422039,0.010007886,0.010253844,0.010221543,0.010126793,0.01032029,0.009809992,0.009927951,0.0101154875,0.009686449,0.010386611,0.009566108,0.01022936,0.010234466,0.010127997,0.009855506
BA,0.00999075,0.010080379,0.009801437,0.0095566865,0.009544697,0.010141723,0.009632509,0.010173574,0.009938392,0.009844496,0.009744046,0.010306675,0.009866045,0.00996965,0.009798121,0.009767379,0.009953487,0.009724742,0.009702342,0.01000464,0.009748481,0.00978886,0.01016432,0.010007446,0.009822452,0.01002847,0.009915496,0.009986771,0.0098704565,0.009751101,0.010624319,0.009901671,0.010258954,0.0103963,0.009895906,0.009676518,0.009718878,0.0100720525,0.009779526,0.010508794,0.009767712,0.010012675,0.010130148,0.010541899,0.009893141,0.009877687,0.010045516,0.00996835,0.009818619,0.010413668,0.010234742,0.009388698,0.009965327,0.010097615,0.010155773,0.009969727,0.0101876315,0.009591962,0.009847428,0.009908353,0.01043069,0.010066647,0.010020188,0.010248915,0.010106822,0.009868642,0.00971676,0.009799164,0.00967868,0.010190015,0.010541937,0.009883385,0.009980222,0.010796625,0.010449199,0.010037413,0.0095484,0.009635146,0.0103168525,0.009968766,0.009948729,0.010032212,0.010165195,0.009870787,0.010453156,0.010026591,0.0101989,0.010230447,0.01011366,0.010333319,0.0097972825,0.0099247275,0.010140266,0.0096861115,0.010409029,0.009564366,0.010260826,0.010242223,0.0101797,0.009862782
BABA,0.010019939,0.010052711,0.0098001715,0.009527649,0.009562305,0.010126651,0.009614229,0.010166338,0.009941518,0.009852508,0.009768735,0.010327048,0.009855017,0.0099575315,0.009774048,0.009774859,0.009985841,0.0097592315,0.009706914,0.010033693,0.009758558,0.00980486,0.010145662,0.009991288,0.009836947,0.009997814,0.0098688025,0.01000528,0.009872194,0.009759108,0.010637603,0.009894872,0.010244969,0.010408979,0.009886961,0.009704506,0.00971519,0.01002895,0.009751484,0.010508551,0.009766757,0.010038364,0.010134632,0.010550469,0.009912511,0.009899456,0.010030658,0.0099810595,0.0098138815,0.010394318,0.010230798,0.009396672,0.009953269,0.010104213,0.010154385,0.0099825,0.010222467,0.009611263,0.009848866,0.009888134,0.0104391165,0.010030388,0.010029949,0.010270428,0.0100516565,0.009866115,0.0097043775,0.009818013,0.009641996,0.010186849,0.010539896,0.009883816,0.009977081,0.01078859,0.010459921,0.010054341,0.009539008,0.009645454,0.010271154,0.009966968,0.009944398,0.01002463,0.010172463,0.009875733,0.010456646,0.010041596,0.0102081895,0.010205009,0.010112837,0.010327861,0.009798121,0.00989717,0.010158109,0.009700296,0.010412563,0.00957847,0.010275827,0.010264266,0.010169197,0.009867316
BAC,0.009998553,0.01008285,0.009800727,0.009546358,0.009527255,0.010146853,0.00961343,0.010166278,0.009947011,0.009864964,0.009767249,0.010324975,0.009848795,0.009976141,0.009780528,0.009775331,0.009963203,0.009727167,0.009697289,0.010030069,0.009735913,0.00977209,0.010134519,0.010009903,0.009837882,0.010033158,0.009932578,0.010056255,0.009853843,0.009770613,0.010589274,0.009908009,0.010237908,0.010399247,0.00988457,0.009682259,0.009737547,0.010047475,0.009806856,0.010553971,0.009765876,0.009981659,0.01013068,0.0105001135,0.009907335,0.0098988535,0.010066245,0.0100019025,0.0098230755,0.01042375,0.010214942,0.00938487,0.009995272,0.0100968275,0.010122751,0.010000081,0.010183638,0.009576109,0.009890536,0.009913856,0.010415591,0.010090816,0.010026285,0.010260356,0.010089973,0.009869451,0.009741886,0.009807309,0.009675302,0.01017289,0.010520505,0.009861396,0.009990507,0.010771809,0.010448324,0.010012649,0.009503563,0.009622198,0.010290615,0.009926015,0.009905315,0.010020452,0.010188653,0.009859668,0.010425418,0.010012597,0.0102353785,0.010254176,0.01014249,0.010316832,0.009818528,0.009933231,0.010134325,0.009655443,0.0104006035,0.009576511,0.010242549,0.010292479,0.010183974,0.009856675
BLK,0.009987645,0.010072699,0.009859696,0.009552116,0.009516614,0.01012164,0.009643297,0.010156013,0.00994774,0.009853773,0.0097663915,0.010353303,0.009843839,0.009948435,0.009829582,0.0097554745,0.009961469,0.009740744,0.009700784,0.0100297555,0.009769729,0.009836204,0.010134079,0.009990462,0.00985409,0.010035811,0.009892385,0.010026778,0.009846164,0.009758282,0.010635454,0.009880563,0.01024384,0.01040557,0.009873823,0.009683538,0.009760063,0.010029047,0.009799325,0.010548546,0.009767277,0.010001051,0.010147737,0.010526799,0.009889275,0.009896746,0.01007266,0.010017758,0.009774039,0.010406383,0.010202454,0.009363005,0.009961713,0.010065083,0.010148125,0.009999502,0.010182684,0.009554123,0.009884054,0.009893074,0.010430761,0.010075711,0.010016556,0.010261696,0.010090195,0.009860797,0.009735414,0.009783786,0.00969247,0.010188114,0.010540022,0.009889836,0.009991463,0.010754399,0.01045591,0.010030464,0.009515225,0.0096687395,0.010299311,0.009974205,0.00989601,0.009991679,0.010141291,0.009876326,0.010426372,0.010022602,0.010270873,0.010206511,0.010138641,0.010335342,0.009797305,0.009912988,0.010150193,0.009690957,0.010408926,0.009564427,0.010255223,0.010268483,0.010145969,0.009846506
BN,0.010008888,0.01008525,0.009825746,0.009541132,0.009521002,0.010115669,0.009626235,0.010164394,0.009949583,0.00985698,0.00974318,0.010333723,0.009836124,0.009955164,0.009784151,0.009765987,0.009981483,0.009727948,0.009708211,0.010044523,0.009762059,0.009809818,0.010135973,0.009995107,0.0098194685,0.010024852,0.009886999,0.009999912,0.009855861,0.009745636,0.0106293615,0.009903968,0.010238006,0.010412685,0.009866182,0.009701525,0.009750173,0.010048345,0.009783855,0.010545328,0.009788318,0.010016615,0.010141767,0.010536204,0.009864218,0.009873272,0.010040023,0.010008523,0.00980867,0.010408944,0.010227141,0.009379586,0.009951298,0.010106537,0.0101422565,0.009999925,0.0101736495,0.009565001,0.009878475,0.009904543,0.010429968,0.010084102,0.010010047,0.010256618,0.010103111,0.009854937,0.009698555,0.009781519,0.009679085,0.010215607,0.010526352,0.009890646,0.00997995,0.0107875,0.010465577,0.0100366175,0.009518461,0.009651322,0.010298948,0.009952521,0.009938685,0.0100204125,0.010165026,0.009869743,0.010441089,0.010027928,0.010243941,0.010230929,0.010135893,0.010303815,0.009815261,0.009951111,0.010146895,0.009701118,0.0104335835,0.009556183,0.010258708,0.010243747,0.010142587,0.009846463
BX,0.01003004,0.010072162,0.00985783,0.009516792,0.00951791,0.0101045715,0.009625241,0.010168722,0.009950146,0.009847815,0.009717945,0.0103246365,0.0098386835,0.009938747,0.009792525,0.009755654,0.009990301,0.009693228,0.009719505,0.010049001,0.009762987,0.00981515,0.010137911,0.009988763,0.009839877,0.010017835,0.009908026,0.009988207,0.0098597845,0.009757167,0.010580858,0.009923239,0.010213817,0.010399554,0.009878269,0.009683447,0.009746086,0.010051116,0.009801292,0.010538012,0.009763813,0.010001242,0.010153563,0.010544624,0.009883625,0.009867596,0.010063828,0.010012625,0.009768348,0.010399118,0.010220479,0.009361587,0.009983825,0.01011872,0.010137426,0.00999258,0.010168952,0.0095720105,0.0098640835,0.009942654,0.010410029,0.010083174,0.010038756,0.010269303,0.010098647,0.0098649785,0.009683331,0.009774655,0.009697376,0.010188099,0.010548352,0.009869754,0.0099815475,0.010804741,0.0104837455,0.0100504905,0.009531134,0.009618513,0.010349842,0.009987357,0.009916882,0.010035619,0.010126617,0.009909843,0.01046982,0.010000451,0.010232533,0.010228685,0.010113724,0.010331856,0.009811971,0.009959025,0.01014013,0.009653733,0.010426792,0.009552817,0.010255464,0.010283765,0.01012928,0.009863612
