,AAPL,ACN,ADBE,ADI,ADP,ADSK,AMAT,AMD,AMZN,APH,APP,ARM,AVGO,AXP,AZO,BA,BABA,BAC,BLK,BN,BX,C,CB,CDNS,CME,COF,COST,CPNG,CPRT,CRM,CRWD,CSCO,CVNA,CVS,DELL,DG,EBAY,FTNT,GD,GE,GOOG,GS,HD,HON,HOOD,HWM,IBKR,IBM,ICE,INTC,INTU,JD,JPM,KKR,KLAC,KR,LMT,LOW,LRCX,MA,MELI,META,MMC,MRVL,MS,MSFT,MU,NET,NFLX,NOC,NOW,NTES,NU,NVDA,ORCL,ORLY,PANW,PDD,PGR,PLD,PLTR,QCOM,RBLX,ROST,RTX,SCHW,SE,SNOW,SNPS,TGT,TJX,TPR,TSCO,TXN,ULTA,V,WDAY,WELL,WFC,WMT,XLE,XLK,XLY
APP,0.009730903,0.010249709,0.0100165345,0.009676858,0.010008115,0.010381838,0.009819516,0.010629116,0.009662366,0.009382097,0.009877864,0.0097222645,0.009276463,0.009210937,0.010177687,0.009942997,0.00952815,0.009779696,0.009438637,0.009883179,0.009469371,0.009855685,0.009477901,0.009913284,0.009452179,0.010037779,0.009369397,0.009981866,0.009622061,0.009400144,0.010063004,0.00949376,0.009452047,0.00895813,0.009637156,0.009677505,0.00964467,0.010009515,0.009898973,0.009491908,0.010377521,0.0097638145,0.009791748,0.010146709,0.009683974,0.009219419,0.009736705,0.0099278595,0.0100757545,0.009904326,0.0092734005,0.009831533,0.009329876,0.009303759,0.009505682,0.009050894,0.009893665,0.009966435,0.00950507,0.00967548,0.009341733,0.009828484,0.010058776,0.009222082,0.00978472,0.009454949,0.009918712,0.009931302,0.009728044,0.009446068,0.009658229,0.009369172,0.010450649,0.009869427,0.009630077,0.009481031,0.009549139,0.009750529,0.0100986585,0.009516555,0.0097917635,0.009927307,0.010058278,0.009421457,0.009771617,0.009778468,0.008979759,0.010146639,0.0097196335,0.009752501,0.009522338,0.009215961,0.009721584,0.009586649,0.009599233,0.0099159945,0.009875972,0.009654806,0.0098398235,0.009220739,0.009266053,0.009706713,0.010173496
ARM,0.009674214,0.010258069,0.00997727,0.009689327,0.009978446,0.01037035,0.009823212,0.010547951,0.009664349,0.0094011985,0.009906122,0.009840043,0.009259049,0.009184543,0.010190293,0.009916234,0.009510354,0.009791408,0.00944942,0.009946783,0.0094393445,0.009857437,0.009486062,0.0099437535,0.009496991,0.010004975,0.009326298,0.009967541,0.0096406955,0.009405754,0.010069324,0.009486998,0.009464381,0.009004064,0.009607879,0.009685929,0.009632324,0.010037457,0.009941132,0.009541385,0.010340778,0.009795096,0.009772936,0.010110472,0.00973132,0.009219922,0.009675775,0.0099371,0.010091916,0.009919682,0.009269896,0.009811244,0.009365149,0.009314029,0.00951652,0.009079299,0.009876309,0.009981237,0.009534899,0.009671021,0.0093883695,0.009877931,0.010040579,0.00923647,0.009733726,0.009472798,0.009887076,0.009967341,0.00971331,0.009424042,0.009602113,0.009361865,0.010461426,0.0098713245,0.00962377,0.0094291605,0.009586155,0.009687547,0.01006213,0.009497161,0.009807877,0.009944465,0.010089755,0.009387444,0.009765369,0.009771191,0.009015398,0.010133938,0.009685009,0.009735422,0.009482725,0.0092349155,0.00975329,0.009574174,0.009531643,0.009935405,0.0099045895,0.009686753,0.009809813,0.009201735,0.00924401,0.009744225,0.010203601
AVGO,0.009679269,0.010275664,0.0100539215,0.009705193,0.009997205,0.010389781,0.00988033,0.010548168,0.00958804,0.009344729,0.009875331,0.009747004,0.009270754,0.009162944,0.010235563,0.009898095,0.009499985,0.009818051,0.009508081,0.0099208,0.00941941,0.009787502,0.009469798,0.009907309,0.009494853,0.010035708,0.0093605695,0.009978943,0.009657375,0.009373836,0.010077218,0.00951556,0.00945267,0.009048141,0.00960696,0.009649651,0.009638231,0.010002041,0.009968284,0.009462068,0.01033234,0.009784229,0.009710642,0.010145662,0.0096948445,0.009212451,0.009675963,0.009857945,0.0101132095,0.009872396,0.009305092,0.009789159,0.009351753,0.009383682,0.009537473,0.009086514,0.009866821,0.009974839,0.009504,0.009680651,0.009357859,0.009860516,0.0100015085,0.009251819,0.009714994,0.009497687,0.009878846,0.009974832,0.009775945,0.009471226,0.009588626,0.009341351,0.010524004,0.009872312,0.009643266,0.009403015,0.009565081,0.009754152,0.01003707,0.009511262,0.009793008,0.009945473,0.010050587,0.009346718,0.009782774,0.009754317,0.009026074,0.010100456,0.009754664,0.009723288,0.0095693385,0.00926983,0.009791995,0.00960642,0.009581057,0.009942921,0.009861533,0.009696634,0.009807952,0.00921085,0.009253738,0.009736034,0.010184267
AXP,0.009746117,0.010261899,0.010012536,0.0097144,0.009968952,0.010385556,0.009824615,0.010612339,0.009604205,0.009390485,0.009865935,0.009787176,0.009291448,0.009189595,0.0102630695,0.0098581305,0.009488837,0.0097827865,0.009407633,0.009944155,0.009433359,0.009834969,0.0094467085,0.009929536,0.009459453,0.009985171,0.009315824,0.00996647,0.0096422685,0.009415778,0.010140858,0.009499522,0.009467196,0.00901287,0.009632712,0.009670161,0.009669515,0.010029913,0.0099855475,0.009536179,0.0103464285,0.009767033,0.009736274,0.010085774,0.009694258,0.009198051,0.009748714,0.009908681,0.010092134,0.009932775,0.009311773,0.009789021,0.009373696,0.009329549,0.009542738,0.009050181,0.009846453,0.010006458,0.009469831,0.009696067,0.009374417,0.009888206,0.010029076,0.009259257,0.009765889,0.00949572,0.009915365,0.00995092,0.009711295,0.009443201,0.0096039325,0.009301813,0.010453681,0.009854804,0.009653594,0.00945778,0.009559712,0.009730047,0.010058951,0.009500952,0.009792511,0.0099266935,0.01005695,0.009358644,0.009802401,0.009821231,0.009022477,0.01006008,0.009671702,0.00973527,0.009540081,0.009231896,0.009744383,0.009612904,0.00954424,0.009926659,0.009835072,0.009695571,0.009828409,0.009215122,0.0092520015,0.00974063,0.010176688
AZO,0.009694865,0.010257006,0.010021183,0.009757087,0.009989184,0.01033566,0.009810479,0.010545858,0.009632743,0.009371945,0.009867515,0.009727117,0.009312795,0.009213594,0.010204671,0.009927522,0.009524056,0.009801895,0.009455187,0.009902218,0.009453161,0.009853165,0.009472008,0.009926499,0.009499343,0.010015287,0.00932061,0.00996152,0.009612745,0.009387935,0.010075257,0.00952679,0.009468168,0.00897877,0.009657996,0.009619075,0.009668021,0.010073267,0.009927189,0.00947999,0.010391417,0.009798483,0.009763454,0.010131642,0.00961032,0.009197908,0.009712537,0.009900521,0.010080004,0.009923863,0.009285841,0.009805795,0.0093548875,0.009298086,0.009549447,0.009053954,0.009858711,0.009998711,0.009544913,0.00966906,0.009387778,0.0098688975,0.01004711,0.009292116,0.009791638,0.009422549,0.009840301,0.009988751,0.00975608,0.009465187,0.00961212,0.009388665,0.010410128,0.009835995,0.009638532,0.009431088,0.009536328,0.009752052,0.010090956,0.009517727,0.009813039,0.009876085,0.01007517,0.009381855,0.009743618,0.009747313,0.009024924,0.010129914,0.009713177,0.009729265,0.009500265,0.00920387,0.009733174,0.009595777,0.009606882,0.009948771,0.0099338535,0.009667716,0.009794497,0.009231359,0.009297445,0.009714022,0.010205077
BA,0.009681093,0.01022955,0.010032356,0.009724223,0.009996815,0.010343594,0.009849399,0.010586233,0.009626238,0.0093602715,0.009876385,0.009721469,0.009297878,0.009185761,0.010206901,0.009925017,0.009496075,0.009790359,0.009458408,0.009881257,0.009453738,0.0098917065,0.009467125,0.009908001,0.009461423,0.0100029055,0.009379754,0.0099672,0.009669465,0.00941761,0.010032953,0.009508025,0.009435851,0.00900259,0.009619449,0.009673366,0.009642441,0.010033706,0.009888771,0.009489507,0.01033272,0.00978161,0.009744187,0.010135315,0.009714454,0.009235417,0.009751967,0.009926552,0.0101052,0.009903667,0.009291243,0.009825653,0.009365364,0.009352862,0.009521851,0.009067818,0.009880075,0.010005694,0.009489789,0.009722033,0.0093751205,0.0098538175,0.009981496,0.009241297,0.009815758,0.009457115,0.009832809,0.009926862,0.0097480165,0.009455866,0.009672198,0.009319543,0.010456385,0.009861448,0.009624995,0.009422474,0.009550566,0.009786858,0.010024412,0.009530324,0.009804485,0.009911159,0.010071062,0.009417559,0.009790614,0.00978363,0.008960767,0.010093614,0.009711073,0.009728103,0.009559104,0.009244777,0.009726466,0.009581195,0.009613536,0.0098979715,0.009931786,0.009674991,0.0098380465,0.009196638,0.009266047,0.009718951,0.010172718
BABA,0.009755589,0.010254271,0.010027548,0.009693033,0.009978876,0.010421184,0.0098017575,0.010590225,0.00966871,0.009402771,0.009853138,0.009748371,0.009288213,0.009180615,0.010204087,0.00990543,0.009516675,0.009769797,0.00941078,0.009911322,0.009503414,0.009828999,0.009468947,0.0099121705,0.009482963,0.0100151375,0.009350849,0.009983275,0.009579716,0.009408796,0.010052817,0.009510817,0.009483105,0.008954445,0.009634216,0.00962397,0.009642733,0.010008749,0.009920997,0.009497958,0.010359904,0.009790085,0.009780223,0.010172671,0.009696908,0.00923122,0.009773359,0.009891568,0.010082606,0.009948143,0.009324055,0.009821836,0.009321175,0.009300385,0.009550976,0.0090809865,0.00991678,0.009972246,0.009528482,0.00968023,0.009375887,0.00984652,0.01006923,0.009225926,0.009771896,0.009443836,0.009904573,0.009911777,0.009694127,0.009404249,0.009597949,0.009324391,0.010427006,0.009850283,0.0096678315,0.009453787,0.00956374,0.009762486,0.010133994,0.0094777085,0.009774858,0.009916752,0.010084355,0.009396319,0.009785289,0.009780901,0.00897227,0.010136616,0.00972756,0.009739527,0.009584181,0.009197307,0.009711638,0.009586532,0.009591289,0.009939034,0.009900201,0.009609725,0.009828875,0.009184249,0.009262333,0.009748362,0.010164319
BAC,0.0097115375,0.010267935,0.009993301,0.009671554,0.010003785,0.010382796,0.009842342,0.010580446,0.009653617,0.009363964,0.00992774,0.009791837,0.009245557,0.009181056,0.010239274,0.009896336,0.00952793,0.009745244,0.009490899,0.009929444,0.009448724,0.009864148,0.009455429,0.009915318,0.009455716,0.010017698,0.009371664,0.00998533,0.009601877,0.009422208,0.010081712,0.009510864,0.009457804,0.008994295,0.00963217,0.009687567,0.009624297,0.010008968,0.009921433,0.009539921,0.010311637,0.009782977,0.009733033,0.01009681,0.00975536,0.009212365,0.009768588,0.009977844,0.01007616,0.009926825,0.009303178,0.009820182,0.009319191,0.009357187,0.009523167,0.009079269,0.009882196,0.009959552,0.009483453,0.009685757,0.00937148,0.00984244,0.00999238,0.009213705,0.009766652,0.009460124,0.009851216,0.009964074,0.009687728,0.009428805,0.009608089,0.00931773,0.010422006,0.009892018,0.009616957,0.009397577,0.009609706,0.009743538,0.010076537,0.00948862,0.009828345,0.009951902,0.010050144,0.009424651,0.009796448,0.009799448,0.009021765,0.010101186,0.009707848,0.0096959025,0.009566586,0.009243853,0.009745703,0.009580439,0.00955742,0.009876287,0.009903796,0.009657988,0.009881171,0.009188393,0.009254338,0.009725009,0.010191525
BLK,0.009700818,0.010294509,0.010010414,0.009688425,0.009953721,0.010365182,0.009850157,0.010588459,0.009689497,0.009334106,0.009890248,0.009731004,0.009300215,0.009182503,0.01018236,0.009930187,0.009506624,0.009770242,0.009482002,0.009885587,0.009465088,0.00986342,0.009479787,0.009884852,0.009457582,0.010039458,0.009390422,0.009972046,0.009618711,0.009421313,0.010093786,0.00954628,0.009457273,0.008952738,0.009674832,0.009690799,0.009611199,0.009991645,0.009938802,0.009529403,0.010379848,0.009708215,0.00975972,0.010117123,0.009673176,0.009234155,0.0097150905,0.009943267,0.010109238,0.009894084,0.009294281,0.009825174,0.009383751,0.009355767,0.009529489,0.009019725,0.0098703485,0.009909768,0.009433222,0.00967721,0.0093537625,0.009815436,0.010005851,0.009250903,0.009839788,0.009497889,0.009847211,0.009988051,0.009705234,0.009413609,0.009664232,0.009301596,0.010450641,0.009884221,0.009644491,0.00944439,0.009530611,0.009751191,0.010092624,0.009465916,0.009808967,0.009960564,0.010030646,0.009418758,0.009780135,0.009790954,0.0090059815,0.010119488,0.009737844,0.009737511,0.009575942,0.009212371,0.009848171,0.009609664,0.009644803,0.009891161,0.009907887,0.009627254,0.009798414,0.00922248,0.00924427,0.009672912,0.010157827
BN,0.0097156875,0.010312134,0.010016511,0.009639641,0.009926117,0.010386671,0.009853864,0.010601874,0.0097211,0.00934479,0.0098890355,0.009730768,0.009250978,0.009180129,0.010194431,0.00993108,0.009505034,0.009754324,0.009495199,0.009916062,0.009494011,0.009824934,0.009466455,0.009922911,0.0094763525,0.010054424,0.009363127,0.01002245,0.009579465,0.009389357,0.010089504,0.009498759,0.009466619,0.008971517,0.009679109,0.00964211,0.009655885,0.010025477,0.009935505,0.009485073,0.0104023125,0.0097685885,0.009784191,0.010160869,0.009712856,0.00925234,0.009719858,0.009849706,0.01002863,0.0099184755,0.009295234,0.009814296,0.009305654,0.0093006175,0.009517665,0.009090705,0.009897356,0.009948017,0.009471725,0.009685323,0.009356761,0.00982013,0.010049038,0.009246159,0.009769725,0.009434968,0.009928255,0.009960078,0.009724531,0.009412138,0.00958965,0.009315499,0.010492201,0.009881431,0.009647492,0.00938617,0.009552199,0.009747993,0.01009388,0.009477942,0.009826863,0.009937322,0.010055481,0.009402631,0.009766696,0.009768297,0.008999036,0.010147985,0.009743596,0.009756653,0.009505689,0.009230565,0.009800642,0.009583729,0.009624024,0.0099120205,0.009886252,0.009630171,0.009805372,0.009203713,0.0092350505,0.009764373,0.010194698
